date,revenue,purchases,total_views,unique_streams,unique_invoices
2018-04-24,152.76,36,299,,
1970-01-01,0.0,0,0,0.0,0.0
1970-01-01,0.0,0,0,0.0,0.0
1970-01-01,0.0,0,0,0.0,0.0
1970-01-01,0.0,0,0,0.0,0.0
1970-01-01,0.0,0,0,0.0,0.0
1970-01-01,0.0,0,0,0.0,0.0
1970-01-01,0.0,0,0,0.0,0.0
1970-01-01,0.0,0,0,0.0,0.0
1970-01-01,0.0,0,0,0.0,0.0
1970-01-01,0.0,0,0,0.0,0.0
1970-01-01,0.0,0,0,0.0,0.0
1970-01-01,0.0,0,0,0.0,0.0
1970-01-01,0.0,0,0,0.0,0.0
1970-01-01,0.0,0,0,0.0,0.0
1970-01-01,0.0,0,0,0.0,0.0
1970-01-01,0.0,0,0,0.0,0.0
1970-01-01,0.0,0,0,0.0,0.0
1970-01-01,0.0,0,0,0.0,0.0
1970-01-01,0.0,0,0,0.0,0.0
1970-01-01,0.0,0,0,0.0,0.0
1970-01-01,0.0,0,0,0.0,0.0
1970-01-01,0.0,0,0,0.0,0.0
1970-01-01,0.0,0,0,0.0,0.0
1970-01-01,0.0,0,0,0.0,0.0
1970-01-01,0.0,0,0,0.0,0.0
1970-01-01,0.0,0,0,0.0,0.0
1970-01-01,0.0,0,0,0.0,0.0
1970-01-01,0.0,0,0,0.0,0.0
1970-01-01,0.0,0,0,0.0,0.0
1970-01-01,0.0,0,0,0.0,0.0
1970-01-01,0.0,0,0,0.0,0.0
1970-01-01,0.0,0,0,0.0,0.0
1970-01-01,0.0,0,0,0.0,0.0
1970-01-01,0.0,0,0,0.0,0.0
1970-01-01,0.0,0,0,0.0,0.0
1970-01-01,0.0,0,0,0.0,0.0
1970-01-01,0.0,0,0,0.0,0.0
1970-01-01,0.0,0,0,0.0,0.0
1970-01-01,0.0,0,0,0.0,0.0
1970-01-01,0.0,0,0,0.0,0.0
1970-01-01,0.0,0,0,0.0,0.0
1970-01-01,0.0,0,0,0.0,0.0
1970-01-01,0.0,0,0,0.0,0.0
1970-01-01,0.0,0,0,0.0,0.0
1970-01-01,0.0,0,0,0.0,0.0
1970-01-01,0.0,0,0,0.0,0.0
1970-01-01,0.0,0,0,0.0,0.0
1970-01-01,0.0,0,0,0.0,0.0
1970-01-01,0.0,0,0,0.0,0.0
1970-01-01,0.0,0,0,0.0,0.0
1970-01-01,0.0,0,0,0.0,0.0
