date,revenue,purchases,total_views,unique_streams,unique_invoices
2017-11-28,134.25,41,343,,
2017-11-29,120.02000000000002,29,240,,
2017-11-30,98.15000000000002,31,121,,
2017-12-01,184.72999999999993,32,184,,
1970-01-01,0.0,0,0,0.0,0.0
2017-12-03,76.38,23,227,,
2017-12-04,14.96,6,55,,
2017-12-05,179.6,36,141,,
1970-01-01,0.0,0,0,0.0,0.0
2017-12-07,32.2,8,12,,
1970-01-01,0.0,0,0,0.0,0.0
1970-01-01,0.0,0,0,0.0,0.0
2017-12-10,237.2199999999999,76,645,,
1970-01-01,0.0,0,0,0.0,0.0
1970-01-01,0.0,0,0,0.0,0.0
1970-01-01,0.0,0,0,0.0,0.0
1970-01-01,0.0,0,0,0.0,0.0
1970-01-01,0.0,0,0,0.0,0.0
1970-01-01,0.0,0,0,0.0,0.0
2017-12-17,81.32999999999998,46,498,,
2017-12-18,41.5,9,58,,
1970-01-01,0.0,0,0,0.0,0.0
1970-01-01,0.0,0,0,0.0,0.0
1970-01-01,0.0,0,0,0.0,0.0
1970-01-01,0.0,0,0,0.0,0.0
1970-01-01,0.0,0,0,0.0,0.0
1970-01-01,0.0,0,0,0.0,0.0
1970-01-01,0.0,0,0,0.0,0.0
1970-01-01,0.0,0,0,0.0,0.0
1970-01-01,0.0,0,0,0.0,0.0
1970-01-01,0.0,0,0,0.0,0.0
1970-01-01,0.0,0,0,0.0,0.0
1970-01-01,0.0,0,0,0.0,0.0
1970-01-01,0.0,0,0,0.0,0.0
1970-01-01,0.0,0,0,0.0,0.0
1970-01-01,0.0,0,0,0.0,0.0
1970-01-01,0.0,0,0,0.0,0.0
2018-01-04,55.99,38,495,,
2018-01-05,501.1899999999998,125,1210,,
1970-01-01,0.0,0,0,0.0,0.0
1970-01-01,0.0,0,0,0.0,0.0
1970-01-01,0.0,0,0,0.0,0.0
1970-01-01,0.0,0,0,0.0,0.0
2018-01-10,490.6199999999999,44,306,,
1970-01-01,0.0,0,0,0.0,0.0
1970-01-01,0.0,0,0,0.0,0.0
1970-01-01,0.0,0,0,0.0,0.0
1970-01-01,0.0,0,0,0.0,0.0
1970-01-01,0.0,0,0,0.0,0.0
2018-01-16,249.65999999999988,75,592,,
1970-01-01,0.0,0,0,0.0,0.0
1970-01-01,0.0,0,0,0.0,0.0
1970-01-01,0.0,0,0,0.0,0.0
1970-01-01,0.0,0,0,0.0,0.0
1970-01-01,0.0,0,0,0.0,0.0
1970-01-01,0.0,0,0,0.0,0.0
2018-01-23,121.66,29,273,,
1970-01-01,0.0,0,0,0.0,0.0
1970-01-01,0.0,0,0,0.0,0.0
1970-01-01,0.0,0,0,0.0,0.0
1970-01-01,0.0,0,0,0.0,0.0
2018-01-28,45.910000000000004,25,264,,
1970-01-01,0.0,0,0,0.0,0.0
1970-01-01,0.0,0,0,0.0,0.0
2018-01-31,99.84000000000002,29,266,,
2018-02-01,51.0,1,1,,
1970-01-01,0.0,0,0,0.0,0.0
1970-01-01,0.0,0,0,0.0,0.0
2018-02-04,106.14999999999999,50,476,,
1970-01-01,0.0,0,0,0.0,0.0
2018-02-06,384.0299999999997,159,1558,,
1970-01-01,0.0,0,0,0.0,0.0
2018-02-08,305.1499999999998,68,473,,
2018-02-09,112.49000000000001,18,152,,
1970-01-01,0.0,0,0,0.0,0.0
1970-01-01,0.0,0,0,0.0,0.0
1970-01-01,0.0,0,0,0.0,0.0
1970-01-01,0.0,0,0,0.0,0.0
1970-01-01,0.0,0,0,0.0,0.0
1970-01-01,0.0,0,0,0.0,0.0
1970-01-01,0.0,0,0,0.0,0.0
1970-01-01,0.0,0,0,0.0,0.0
1970-01-01,0.0,0,0,0.0,0.0
2018-02-19,1.25,1,2,,
2018-02-20,223.2799999999999,57,494,,
1970-01-01,0.0,0,0,0.0,0.0
2018-02-22,58.15,20,204,,
1970-01-01,0.0,0,0,0.0,0.0
1970-01-01,0.0,0,0,0.0,0.0
1970-01-01,0.0,0,0,0.0,0.0
2018-02-26,92.27999999999999,37,336,,
2018-02-27,291.81000000000006,68,545,,
2018-02-28,68.93,21,161,,
2018-03-01,40.65000000000001,12,106,,
2018-03-02,65.79,19,164,,
1970-01-01,0.0,0,0,0.0,0.0
1970-01-01,0.0,0,0,0.0,0.0
2018-03-05,11.500000000000002,4,9,,
2018-03-06,145.36999999999995,45,391,,
2018-03-07,12.7,4,8,,
1970-01-01,0.0,0,0,0.0,0.0
2018-03-09,109.45000000000005,27,143,,
1970-01-01,0.0,0,0,0.0,0.0
1970-01-01,0.0,0,0,0.0,0.0
2018-03-12,131.40999999999997,50,456,,
1970-01-01,0.0,0,0,0.0,0.0
1970-01-01,0.0,0,0,0.0,0.0
2018-03-15,168.37999999999988,61,505,,
1970-01-01,0.0,0,0,0.0,0.0
1970-01-01,0.0,0,0,0.0,0.0
1970-01-01,0.0,0,0,0.0,0.0
1970-01-01,0.0,0,0,0.0,0.0
1970-01-01,0.0,0,0,0.0,0.0
2018-03-21,102.56999999999998,33,344,,
2018-03-22,26.620000000000005,10,100,,
2018-03-23,24.8,4,4,,
1970-01-01,0.0,0,0,0.0,0.0
1970-01-01,0.0,0,0,0.0,0.0
1970-01-01,0.0,0,0,0.0,0.0
2018-03-27,12.399999999999999,4,11,,
1970-01-01,0.0,0,0,0.0,0.0
2018-03-29,60.1,26,271,,
1970-01-01,0.0,0,0,0.0,0.0
1970-01-01,0.0,0,0,0.0,0.0
1970-01-01,0.0,0,0,0.0,0.0
1970-01-01,0.0,0,0,0.0,0.0
1970-01-01,0.0,0,0,0.0,0.0
2018-04-04,19.080000000000002,9,87,,
1970-01-01,0.0,0,0,0.0,0.0
2018-04-06,96.05000000000001,25,211,,
1970-01-01,0.0,0,0,0.0,0.0
1970-01-01,0.0,0,0,0.0,0.0
1970-01-01,0.0,0,0,0.0,0.0
1970-01-01,0.0,0,0,0.0,0.0
2018-04-11,196.16000000000003,53,437,,
1970-01-01,0.0,0,0,0.0,0.0
2018-04-13,2.76,5,72,,
1970-01-01,0.0,0,0,0.0,0.0
1970-01-01,0.0,0,0,0.0,0.0
1970-01-01,0.0,0,0,0.0,0.0
1970-01-01,0.0,0,0,0.0,0.0
2018-04-18,135.87,49,429,,
2018-04-19,3.38,2,8,,
2018-04-20,61.7,12,60,,
1970-01-01,0.0,0,0,0.0,0.0
1970-01-01,0.0,0,0,0.0,0.0
1970-01-01,0.0,0,0,0.0,0.0
1970-01-01,0.0,0,0,0.0,0.0
2018-04-25,178.12000000000006,69,679,,
2018-04-26,12.15,3,10,,
1970-01-01,0.0,0,0,0.0,0.0
1970-01-01,0.0,0,0,0.0,0.0
1970-01-01,0.0,0,0,0.0,0.0
1970-01-01,0.0,0,0,0.0,0.0
1970-01-01,0.0,0,0,0.0,0.0
1970-01-01,0.0,0,0,0.0,0.0
2018-05-03,465.52000000000004,174,1833,,
2018-05-04,133.74999999999997,47,445,,
1970-01-01,0.0,0,0,0.0,0.0
1970-01-01,0.0,0,0,0.0,0.0
2018-05-07,40.36,15,115,,
2018-05-08,53.410000000000004,27,283,,
2018-05-09,62.489999999999995,20,163,,
2018-05-10,106.87999999999998,35,295,,
2018-05-11,4.6,2,5,,
1970-01-01,0.0,0,0,0.0,0.0
2018-05-13,63.2,21,234,,
1970-01-01,0.0,0,0,0.0,0.0
1970-01-01,0.0,0,0,0.0,0.0
2018-05-16,4.2,2,7,,
1970-01-01,0.0,0,0,0.0,0.0
2018-05-18,49.65,12,133,,
1970-01-01,0.0,0,0,0.0,0.0
1970-01-01,0.0,0,0,0.0,0.0
1970-01-01,0.0,0,0,0.0,0.0
1970-01-01,0.0,0,0,0.0,0.0
2018-05-23,270.0799999999999,73,506,,
1970-01-01,0.0,0,0,0.0,0.0
2018-05-25,3.8000000000000003,4,24,,
1970-01-01,0.0,0,0,0.0,0.0
1970-01-01,0.0,0,0,0.0,0.0
